% Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the "classification on numerical features" benchmark. Original description: 
%  
% **Author**: Paulo Cortez, Sergio Moro
% **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/bank+marketing)
% **Please cite**: S. Moro, R. Laureano and P. Cortez. Using Data Mining for Bank Direct Marketing: An Application of the CRISP-DM Methodology. In P. Novais et al. (Eds.), Proceedings of the European Simulation and Modelling Conference - ESM'2011, pp. 117-121, Guimaraes, Portugal, October, 2011. EUROSIS.       
%
% **Bank Marketing**  
% The data is related with direct marketing campaigns of a Portuguese banking institution. The marketing campaigns were based on phone calls. Often, more than one contact to the same client was required, in order to access if the product (bank term deposit) would be (or not) subscribed. 
%
% The classification goal is to predict if the client will subscribe a term deposit (variable y).
%
% ### Attribute information  
% For more information, read [Moro et al., 2011].
%
% Input variables:
%
% - bank client data:
%
% 1 - age (numeric) 
%
% 2 - job : type of job (categorical: "admin.","unknown","unemployed","management","housemaid","entrepreneur", "student","blue-collar","self-employed","retired","technician","services") 
%
% 3 - marital : marital status (categorical: "married","divorced","single"; note: "divorced"  means divorced or widowed) 
%
% 4 - education (categorical: "unknown","secondary","primary","tertiary") 
%
% 5 - default: has credit in default? (binary: "yes","no") 
%
% 6 - balance: average yearly balance, in euros (numeric) 
%
% 7 - housing: has housing loan? (binary: "yes","no") 
%
% 8 - loan: has personal loan? (binary: "yes","no")
%
% - related with the last contact of the current campaign:
%
% 9 - contact: contact communication type (categorical: "unknown","telephone","cellular")
%
% 10 - day: last contact day of the month (numeric)
%
% 11 - month: last contact month of year (categorical: "jan", "feb", "mar", ..., "nov", "dec")
%
% 12 - duration: last contact duration, in seconds (numeric)
%
% - other attributes:
%
% 13 - campaign: number of contacts performed during this campaign and for this client (numeric, includes last contact)
%
% 14 - pdays: number of days that passed by after the client was last contacted from a previous campaign (numeric, -1 means client was not previously contacted) 
%
% 15 - previous: number of contacts performed before this campaign and for this client (numeric) 
%
% 16 - poutcome: outcome of the previous marketing campaign (categorical: "unknown","other","failure","success")
%  
% - output variable (desired target):
%
% 17 - y - has the client subscribed a term deposit? (binary: "yes","no")
@RELATION bank-marketing

@ATTRIBUTE V1 REAL
@ATTRIBUTE V6 REAL
@ATTRIBUTE V10 REAL
@ATTRIBUTE V12 REAL
@ATTRIBUTE V13 REAL
@ATTRIBUTE V14 REAL
@ATTRIBUTE V15 REAL
@ATTRIBUTE Class {1, 2}

@DATA
32.0,1012.0,14.0,178.0,1.0,-1.0,0.0,1
49.0,1127.0,17.0,162.0,2.0,281.0,1.0,1
38.0,5.0,7.0,221.0,2.0,-1.0,0.0,1
42.0,-465.0,23.0,102.0,1.0,-1.0,0.0,1
44.0,5068.0,8.0,256.0,2.0,-1.0,0.0,1
38.0,369.0,7.0,224.0,1.0,-1.0,0.0,1
42.0,0.0,18.0,118.0,6.0,-1.0,0.0,1
48.0,328.0,6.0,189.0,1.0,-1.0,0.0,1
41.0,2242.0,6.0,459.0,4.0,-1.0,0.0,1
29.0,340.0,26.0,297.0,1.0,-1.0,0.0,1
39.0,155.0,20.0,20.0,6.0,153.0,26.0,1
50.0,3043.0,3.0,113.0,4.0,-1.0,0.0,1
37.0,-88.0,26.0,225.0,1.0,-1.0,0.0,1
51.0,8486.0,21.0,80.0,10.0,-1.0,0.0,1
48.0,264.0,6.0,439.0,2.0,-1.0,0.0,1
44.0,5004.0,20.0,175.0,2.0,-1.0,0.0,1
49.0,7426.0,20.0,65.0,2.0,-1.0,0.0,1
31.0,10787.0,4.0,135.0,2.0,-1.0,0.0,1
42.0,1535.0,28.0,121.0,1.0,108.0,2.0,1
35.0,2074.0,5.0,144.0,7.0,-1.0,0.0,1
35.0,0.0,17.0,80.0,5.0,-1.0,0.0,1
57.0,2416.0,11.0,74.0,2.0,-1.0,0.0,1
39.0,750.0,9.0,175.0,1.0,-1.0,0.0,1
38.0,419.0,20.0,656.0,1.0,-1.0,0.0,1
46.0,148.0,13.0,210.0,1.0,-1.0,0.0,1
56.0,1866.0,1.0,760.0,1.0,-1.0,0.0,1
42.0,-106.0,15.0,495.0,1.0,347.0,3.0,1
30.0,411.0,21.0,142.0,1.0,-1.0,0.0,1
28.0,-594.0,15.0,296.0,2.0,353.0,2.0,1
56.0,563.0,16.0,51.0,1.0,-1.0,0.0,1
43.0,1017.0,19.0,257.0,2.0,-1.0,0.0,1
45.0,221.0,2.0,93.0,1.0,235.0,1.0,1
29.0,321.0,7.0,196.0,2.0,-1.0,0.0,1
28.0,1080.0,18.0,192.0,1.0,-1.0,0.0,1
36.0,590.0,9.0,282.0,2.0,-1.0,0.0,1
49.0,-2049.0,30.0,169.0,3.0,-1.0,0.0,1
30.0,163.0,23.0,123.0,2.0,-1.0,0.0,1
51.0,1216.0,25.0,421.0,1.0,-1.0,0.0,1
47.0,3533.0,20.0,319.0,1.0,100.0,2.0,1
55.0,6205.0,6.0,233.0,2.0,-1.0,0.0,1
54.0,21.0,15.0,439.0,1.0,-1.0,0.0,1
35.0,1701.0,15.0,175.0,1.0,67.0,3.0,1
38.0,2472.0,3.0,176.0,2.0,-1.0,0.0,1
58.0,57.0,17.0,117.0,3.0,-1.0,0.0,1
48.0,0.0,15.0,964.0,2.0,-1.0,0.0,1
56.0,9698.0,20.0,189.0,2.0,-1.0,0.0,1
75.0,852.0,16.0,228.0,1.0,185.0,1.0,1
57.0,0.0,15.0,215.0,2.0,-1.0,0.0,1
45.0,-249.0,1.0,92.0,1.0,-1.0,0.0,1
32.0,514.0,8.0,459.0,1.0,-1.0,0.0,1
52.0,618.0,10.0,352.0,2.0,102.0,2.0,1
44.0,-61.0,11.0,1015.0,1.0,-1.0,0.0,1
56.0,318.0,9.0,246.0,3.0,-1.0,0.0,1
33.0,1590.0,29.0,57.0,1.0,-1.0,0.0,1
34.0,7602.0,20.0,222.0,1.0,-1.0,0.0,1
42.0,984.0,29.0,109.0,1.0,-1.0,0.0,1
45.0,3689.0,7.0,397.0,1.0,169.0,5.0,1
55.0,-256.0,9.0,136.0,2.0,-1.0,0.0,1
42.0,-628.0,15.0,251.0,1.0,-1.0,0.0,1
56.0,1.0,11.0,83.0,2.0,-1.0,0.0,1
32.0,944.0,13.0,231.0,2.0,362.0,1.0,1
32.0,360.0,9.0,175.0,3.0,259.0,4.0,1
38.0,162.0,8.0,200.0,2.0,-1.0,0.0,1
27.0,43.0,2.0,95.0,3.0,-1.0,0.0,1
22.0,2281.0,8.0,221.0,1.0,-1.0,0.0,1
46.0,9347.0,19.0,138.0,1.0,117.0,1.0,1
41.0,382.0,17.0,218.0,2.0,-1.0,0.0,1
55.0,35.0,20.0,126.0,4.0,-1.0,0.0,1
22.0,0.0,5.0,179.0,2.0,-1.0,0.0,1
44.0,1431.0,16.0,199.0,2.0,-1.0,0.0,1
41.0,4070.0,6.0,140.0,2.0,-1.0,0.0,1
40.0,264.0,14.0,222.0,2.0,-1.0,0.0,1
32.0,578.0,30.0,206.0,3.0,-1.0,0.0,1
58.0,64.0,21.0,78.0,2.0,-1.0,0.0,1
26.0,96.0,6.0,606.0,1.0,345.0,1.0,1
40.0,4.0,9.0,189.0,1.0,-1.0,0.0,1
41.0,3096.0,24.0,273.0,6.0,-1.0,0.0,1
45.0,1113.0,16.0,67.0,2.0,-1.0,0.0,1
37.0,0.0,25.0,484.0,4.0,-1.0,0.0,1
53.0,1046.0,30.0,50.0,20.0,-1.0,0.0,1
42.0,2993.0,19.0,136.0,2.0,-1.0,0.0,1
32.0,-169.0,14.0,310.0,3.0,-1.0,0.0,1
37.0,807.0,12.0,807.0,3.0,172.0,4.0,1
49.0,8399.0,19.0,596.0,2.0,-1.0,0.0,1
52.0,7900.0,20.0,90.0,2.0,-1.0,0.0,1
28.0,67.0,3.0,20.0,5.0,-1.0,0.0,1
34.0,1524.0,16.0,399.0,1.0,-1.0,0.0,1
36.0,251.0,30.0,180.0,7.0,-1.0,0.0,1
39.0,508.0,2.0,154.0,3.0,-1.0,0.0,1
35.0,514.0,25.0,56.0,1.0,185.0,1.0,1
36.0,129.0,20.0,200.0,7.0,-1.0,0.0,1
64.0,243.0,22.0,144.0,1.0,175.0,1.0,1
45.0,0.0,15.0,112.0,4.0,-1.0,0.0,1
27.0,80.0,27.0,188.0,2.0,-1.0,0.0,1
27.0,159.0,25.0,295.0,2.0,-1.0,0.0,1
71.0,2064.0,9.0,379.0,2.0,92.0,3.0,1
42.0,2772.0,2.0,244.0,1.0,-1.0,0.0,1
53.0,0.0,9.0,44.0,2.0,-1.0,0.0,1
42.0,-149.0,8.0,33.0,1.0,-1.0,0.0,1
32.0,-1.0,12.0,37.0,1.0,-1.0,0.0,1
32.0,530.0,29.0,131.0,1.0,127.0,3.0,1
33.0,-238.0,13.0,73.0,2.0,-1.0,0.0,1
37.0,121.0,13.0,302.0,4.0,-1.0,0.0,1
40.0,0.0,2.0,297.0,1.0,28.0,3.0,1
40.0,21.0,9.0,584.0,1.0,-1.0,0.0,1
42.0,4253.0,13.0,146.0,1.0,-1.0,0.0,1
43.0,-210.0,17.0,523.0,2.0,-1.0,0.0,1
38.0,-56.0,6.0,247.0,2.0,-1.0,0.0,1
40.0,679.0,17.0,642.0,2.0,304.0,1.0,1
33.0,4984.0,4.0,181.0,2.0,-1.0,0.0,1
38.0,116.0,30.0,203.0,1.0,-1.0,0.0,1
48.0,5978.0,28.0,58.0,1.0,-1.0,0.0,1
37.0,0.0,11.0,148.0,2.0,-1.0,0.0,1
40.0,406.0,6.0,262.0,1.0,-1.0,0.0,1
35.0,-33.0,6.0,109.0,1.0,-1.0,0.0,1
46.0,-204.0,28.0,234.0,15.0,-1.0,0.0,1
43.0,6673.0,21.0,41.0,4.0,-1.0,0.0,1
31.0,997.0,3.0,256.0,1.0,190.0,3.0,1
39.0,416.0,9.0,427.0,1.0,-1.0,0.0,1
38.0,304.0,2.0,238.0,1.0,214.0,1.0,1
50.0,-79.0,7.0,70.0,1.0,-1.0,0.0,1
27.0,3354.0,14.0,493.0,5.0,-1.0,0.0,1
41.0,483.0,9.0,319.0,1.0,-1.0,0.0,1
34.0,241.0,26.0,85.0,1.0,-1.0,0.0,1
54.0,-152.0,26.0,14.0,11.0,-1.0,0.0,1
54.0,2950.0,11.0,45.0,2.0,-1.0,0.0,1
34.0,1161.0,21.0,192.0,1.0,-1.0,0.0,1
48.0,649.0,19.0,136.0,2.0,-1.0,0.0,1
40.0,209.0,12.0,302.0,2.0,344.0,3.0,1
29.0,887.0,4.0,343.0,1.0,-1.0,0.0,1
61.0,313.0,3.0,42.0,1.0,-1.0,0.0,1
41.0,944.0,31.0,81.0,2.0,-1.0,0.0,1
19.0,103.0,15.0,96.0,2.0,97.0,2.0,1
50.0,-19.0,21.0,407.0,11.0,-1.0,0.0,1
31.0,387.0,4.0,149.0,1.0,-1.0,0.0,1
44.0,58544.0,7.0,144.0,2.0,-1.0,0.0,1
32.0,1297.0,15.0,250.0,1.0,-1.0,0.0,1
58.0,630.0,9.0,443.0,2.0,-1.0,0.0,1
28.0,0.0,26.0,245.0,3.0,-1.0,0.0,1
51.0,-153.0,20.0,62.0,4.0,-1.0,0.0,1
28.0,2474.0,22.0,262.0,1.0,-1.0,0.0,1
31.0,3181.0,29.0,128.0,7.0,-1.0,0.0,1
46.0,595.0,6.0,334.0,3.0,-1.0,0.0,1
52.0,111.0,12.0,179.0,2.0,-1.0,0.0,1
38.0,577.0,2.0,50.0,2.0,-1.0,0.0,1
54.0,1044.0,29.0,597.0,5.0,-1.0,0.0,1
26.0,-74.0,4.0,147.0,1.0,-1.0,0.0,1
43.0,243.0,17.0,31.0,3.0,338.0,5.0,1
32.0,3095.0,12.0,204.0,10.0,-1.0,0.0,1
39.0,171.0,8.0,153.0,1.0,353.0,1.0,1
33.0,329.0,7.0,227.0,4.0,-1.0,0.0,1
59.0,332.0,30.0,35.0,2.0,-1.0,0.0,1
58.0,794.0,28.0,130.0,9.0,-1.0,0.0,1
55.0,0.0,8.0,138.0,2.0,-1.0,0.0,1
28.0,59.0,23.0,293.0,2.0,-1.0,0.0,1
34.0,612.0,25.0,91.0,1.0,-1.0,0.0,1
31.0,40.0,4.0,158.0,1.0,104.0,2.0,1
48.0,9131.0,14.0,902.0,5.0,-1.0,0.0,1
36.0,1156.0,28.0,141.0,7.0,-1.0,0.0,1
22.0,104.0,17.0,531.0,1.0,339.0,1.0,1
27.0,102.0,26.0,9.0,1.0,-1.0,0.0,1
38.0,171.0,9.0,286.0,5.0,-1.0,0.0,1
42.0,43.0,14.0,735.0,8.0,-1.0,0.0,1
41.0,1956.0,4.0,114.0,6.0,168.0,11.0,1
42.0,-14.0,24.0,58.0,2.0,-1.0,0.0,1
48.0,505.0,26.0,320.0,5.0,-1.0,0.0,1
24.0,9.0,27.0,292.0,7.0,-1.0,0.0,1
30.0,499.0,21.0,145.0,1.0,281.0,3.0,1
56.0,1539.0,28.0,149.0,14.0,-1.0,0.0,1
50.0,2717.0,18.0,188.0,1.0,-1.0,0.0,1
35.0,-476.0,20.0,57.0,6.0,177.0,4.0,1
62.0,532.0,31.0,298.0,2.0,300.0,1.0,1
39.0,1492.0,30.0,227.0,1.0,189.0,1.0,1
48.0,734.0,17.0,1208.0,3.0,-1.0,0.0,1
33.0,884.0,23.0,271.0,1.0,-1.0,0.0,1
55.0,16873.0,1.0,78.0,2.0,-1.0,0.0,1
48.0,500.0,5.0,53.0,1.0,-1.0,0.0,1
47.0,3519.0,28.0,193.0,1.0,220.0,1.0,1
29.0,8.0,28.0,468.0,1.0,-1.0,0.0,1
39.0,1428.0,6.0,278.0,1.0,-1.0,0.0,1
38.0,254.0,27.0,359.0,6.0,-1.0,0.0,1
32.0,251.0,25.0,272.0,6.0,-1.0,0.0,1
48.0,6613.0,17.0,159.0,3.0,-1.0,0.0,1
48.0,720.0,17.0,277.0,2.0,-1.0,0.0,1
30.0,638.0,20.0,483.0,2.0,291.0,6.0,1
34.0,442.0,30.0,69.0,1.0,164.0,2.0,1
45.0,-257.0,16.0,448.0,2.0,-1.0,0.0,1
40.0,0.0,15.0,435.0,1.0,-1.0,0.0,1
34.0,902.0,14.0,159.0,1.0,367.0,2.0,1
31.0,682.0,26.0,473.0,5.0,-1.0,0.0,1
38.0,124.0,20.0,202.0,2.0,-1.0,0.0,1
34.0,42.0,7.0,154.0,2.0,-1.0,0.0,1
47.0,0.0,3.0,335.0,1.0,-1.0,0.0,1
37.0,3467.0,9.0,185.0,2.0,-1.0,0.0,1
49.0,384.0,11.0,64.0,1.0,-1.0,0.0,1
29.0,719.0,30.0,76.0,1.0,-1.0,0.0,1
49.0,402.0,19.0,571.0,1.0,-1.0,0.0,1
57.0,-461.0,4.0,145.0,8.0,-1.0,0.0,1
57.0,206.0,5.0,216.0,3.0,-1.0,0.0,1
32.0,0.0,6.0,135.0,3.0,-1.0,0.0,1
35.0,837.0,4.0,329.0,1.0,-1.0,0.0,1
42.0,3371.0,13.0,284.0,1.0,92.0,2.0,1
58.0,29.0,6.0,253.0,1.0,-1.0,0.0,1
55.0,752.0,17.0,204.0,2.0,-1.0,0.0,1
36.0,351.0,25.0,88.0,3.0,-1.0,0.0,1
36.0,272.0,11.0,222.0,2.0,-1.0,0.0,1
57.0,169.0,14.0,180.0,1.0,106.0,2.0,1
32.0,574.0,15.0,51.0,4.0,-1.0,0.0,1
24.0,1857.0,6.0,473.0,4.0,-1.0,0.0,1
35.0,-272.0,29.0,309.0,1.0,197.0,13.0,1
66.0,0.0,12.0,701.0,1.0,-1.0,0.0,1
42.0,2124.0,15.0,161.0,3.0,-1.0,0.0,1
59.0,2303.0,30.0,128.0,2.0,-1.0,0.0,1
57.0,39.0,30.0,354.0,3.0,-1.0,0.0,1
52.0,36.0,13.0,109.0,2.0,-1.0,0.0,1
49.0,325.0,20.0,63.0,15.0,-1.0,0.0,1
38.0,2329.0,29.0,261.0,1.0,-1.0,0.0,1
31.0,2480.0,4.0,107.0,4.0,-1.0,0.0,1
45.0,1621.0,18.0,122.0,8.0,-1.0,0.0,1
44.0,370.0,29.0,64.0,4.0,-1.0,0.0,1
35.0,846.0,19.0,175.0,2.0,-1.0,0.0,1
27.0,-220.0,26.0,138.0,2.0,-1.0,0.0,1
44.0,492.0,12.0,56.0,1.0,361.0,2.0,1
36.0,105.0,28.0,76.0,1.0,-1.0,0.0,1
31.0,298.0,2.0,232.0,1.0,-1.0,0.0,1
59.0,684.0,13.0,48.0,13.0,-1.0,0.0,1
27.0,89.0,20.0,139.0,5.0,-1.0,0.0,1
30.0,1472.0,20.0,769.0,4.0,-1.0,0.0,1
35.0,2340.0,31.0,420.0,9.0,-1.0,0.0,1
36.0,171.0,12.0,92.0,2.0,-1.0,0.0,1
48.0,1533.0,29.0,358.0,1.0,-1.0,0.0,1
63.0,1849.0,25.0,125.0,6.0,177.0,2.0,1
34.0,355.0,20.0,51.0,3.0,-1.0,0.0,1
32.0,1710.0,15.0,439.0,1.0,175.0,3.0,1
44.0,179.0,20.0,75.0,3.0,-1.0,0.0,1
50.0,-779.0,22.0,112.0,2.0,-1.0,0.0,1
44.0,538.0,31.0,196.0,2.0,-1.0,0.0,1
43.0,584.0,20.0,27.0,1.0,-1.0,0.0,1
50.0,1553.0,31.0,53.0,2.0,-1.0,0.0,1
42.0,782.0,17.0,536.0,2.0,-1.0,0.0,1
37.0,3913.0,9.0,76.0,2.0,-1.0,0.0,1
50.0,57435.0,21.0,319.0,3.0,-1.0,0.0,1
52.0,385.0,26.0,96.0,4.0,-1.0,0.0,1
30.0,678.0,15.0,236.0,4.0,-1.0,0.0,1
59.0,2552.0,5.0,125.0,3.0,-1.0,0.0,1
44.0,579.0,6.0,198.0,2.0,-1.0,0.0,1
36.0,246.0,18.0,427.0,4.0,-1.0,0.0,1
78.0,158.0,18.0,360.0,1.0,-1.0,0.0,1
53.0,725.0,16.0,227.0,4.0,-1.0,0.0,1
25.0,2096.0,3.0,236.0,2.0,-1.0,0.0,1
44.0,641.0,15.0,257.0,1.0,-1.0,0.0,1
35.0,394.0,23.0,154.0,1.0,-1.0,0.0,1
42.0,193.0,17.0,171.0,1.0,-1.0,0.0,1
38.0,494.0,17.0,146.0,1.0,104.0,2.0,1
28.0,-284.0,12.0,162.0,1.0,-1.0,0.0,1
56.0,-762.0,11.0,348.0,2.0,-1.0,0.0,1
40.0,352.0,10.0,258.0,1.0,-1.0,0.0,1
32.0,964.0,19.0,130.0,1.0,120.0,2.0,1
40.0,1576.0,29.0,253.0,3.0,-1.0,0.0,1
36.0,656.0,28.0,71.0,4.0,-1.0,0.0,1
52.0,2709.0,9.0,48.0,7.0,-1.0,0.0,1
57.0,561.0,5.0,21.0,1.0,-1.0,0.0,1
53.0,4856.0,18.0,151.0,1.0,-1.0,0.0,1
60.0,216.0,2.0,214.0,1.0,-1.0,0.0,1
46.0,-591.0,9.0,126.0,1.0,-1.0,0.0,1
43.0,704.0,18.0,116.0,1.0,-1.0,0.0,1
35.0,1364.0,20.0,25.0,2.0,-1.0,0.0,1
32.0,6981.0,2.0,154.0,1.0,194.0,3.0,1
46.0,626.0,19.0,177.0,2.0,-1.0,0.0,1
36.0,42.0,8.0,102.0,4.0,-1.0,0.0,1
37.0,277.0,8.0,338.0,2.0,-1.0,0.0,1
47.0,4040.0,11.0,53.0,5.0,-1.0,0.0,1
31.0,489.0,23.0,204.0,4.0,-1.0,0.0,1
35.0,421.0,18.0,350.0,1.0,-1.0,0.0,1
34.0,145.0,22.0,152.0,2.0,-1.0,0.0,1
31.0,1117.0,28.0,340.0,3.0,-1.0,0.0,1
40.0,2562.0,15.0,487.0,4.0,-1.0,0.0,1
31.0,2007.0,20.0,253.0,1.0,-1.0,0.0,1
40.0,874.0,14.0,75.0,1.0,-1.0,0.0,1
51.0,1521.0,6.0,24.0,1.0,-1.0,0.0,1
44.0,0.0,20.0,174.0,5.0,-1.0,0.0,1
58.0,835.0,3.0,296.0,1.0,-1.0,0.0,1
39.0,2040.0,12.0,312.0,6.0,-1.0,0.0,1
46.0,225.0,6.0,530.0,5.0,-1.0,0.0,1
42.0,245.0,14.0,103.0,2.0,-1.0,0.0,1
41.0,5745.0,15.0,69.0,3.0,357.0,1.0,1
49.0,1672.0,17.0,128.0,3.0,-1.0,0.0,1
38.0,213.0,16.0,270.0,15.0,-1.0,0.0,1
41.0,153.0,27.0,389.0,1.0,-1.0,0.0,1
24.0,66.0,26.0,109.0,2.0,-1.0,0.0,1
41.0,-277.0,12.0,431.0,1.0,-1.0,0.0,1
35.0,7951.0,6.0,103.0,1.0,-1.0,0.0,1
38.0,0.0,28.0,33.0,3.0,-1.0,0.0,1
57.0,-12.0,12.0,80.0,8.0,-1.0,0.0,1
51.0,2439.0,19.0,118.0,1.0,-1.0,0.0,1
35.0,207.0,26.0,312.0,1.0,-1.0,0.0,1
37.0,-97.0,5.0,135.0,2.0,-1.0,0.0,1
43.0,3049.0,28.0,383.0,2.0,-1.0,0.0,1
43.0,0.0,27.0,129.0,1.0,-1.0,0.0,1
47.0,-346.0,3.0,137.0,2.0,253.0,2.0,1
25.0,380.0,12.0,167.0,1.0,-1.0,0.0,1
32.0,23.0,5.0,160.0,1.0,-1.0,0.0,1
35.0,4924.0,16.0,252.0,2.0,-1.0,0.0,1
59.0,2126.0,18.0,359.0,1.0,343.0,1.0,1
30.0,1924.0,6.0,170.0,1.0,-1.0,0.0,1
44.0,192.0,11.0,232.0,2.0,-1.0,0.0,1
54.0,211.0,25.0,160.0,6.0,-1.0,0.0,1
31.0,479.0,29.0,72.0,12.0,-1.0,0.0,1
63.0,2716.0,25.0,205.0,1.0,-1.0,0.0,1
46.0,6150.0,20.0,157.0,2.0,-1.0,0.0,1
50.0,797.0,6.0,354.0,1.0,-1.0,0.0,1
31.0,69.0,11.0,257.0,2.0,-1.0,0.0,1
37.0,-961.0,13.0,294.0,1.0,-1.0,0.0,1
57.0,2887.0,11.0,123.0,1.0,-1.0,0.0,1
54.0,2508.0,20.0,34.0,8.0,-1.0,0.0,1
33.0,73.0,11.0,156.0,1.0,263.0,2.0,1
35.0,1555.0,9.0,26.0,2.0,-1.0,0.0,1
38.0,702.0,12.0,143.0,1.0,-1.0,0.0,1
51.0,307.0,17.0,65.0,2.0,-1.0,0.0,1
56.0,4.0,17.0,135.0,1.0,-1.0,0.0,1
30.0,177.0,13.0,109.0,3.0,-1.0,0.0,1
36.0,-11.0,30.0,172.0,28.0,-1.0,0.0,1
34.0,332.0,14.0,134.0,2.0,-1.0,0.0,1
50.0,-70.0,6.0,386.0,2.0,-1.0,0.0,1
36.0,254.0,6.0,161.0,3.0,-1.0,0.0,1
30.0,609.0,6.0,145.0,1.0,-1.0,0.0,1
33.0,39.0,16.0,332.0,3.0,-1.0,0.0,1
32.0,258.0,3.0,114.0,3.0,-1.0,0.0,1
35.0,2583.0,19.0,210.0,1.0,-1.0,0.0,1
31.0,28.0,8.0,101.0,1.0,-1.0,0.0,1
40.0,363.0,26.0,135.0,1.0,104.0,2.0,1
38.0,7752.0,15.0,138.0,4.0,-1.0,0.0,1
47.0,263.0,29.0,127.0,2.0,255.0,1.0,1
37.0,178.0,9.0,72.0,1.0,-1.0,0.0,1
39.0,794.0,3.0,116.0,2.0,121.0,1.0,1
28.0,246.0,14.0,162.0,4.0,-1.0,0.0,1
27.0,-579.0,18.0,220.0,1.0,367.0,3.0,1
40.0,92.0,13.0,92.0,1.0,-1.0,0.0,1
43.0,-41.0,20.0,8.0,3.0,-1.0,0.0,1
57.0,1166.0,9.0,106.0,1.0,-1.0,0.0,1
38.0,1.0,17.0,169.0,7.0,-1.0,0.0,1
59.0,201.0,5.0,52.0,1.0,8.0,7.0,1
33.0,404.0,7.0,139.0,1.0,-1.0,0.0,1
45.0,4877.0,8.0,172.0,2.0,-1.0,0.0,1
39.0,72.0,7.0,425.0,6.0,-1.0,0.0,1
36.0,1313.0,20.0,8.0,10.0,-1.0,0.0,1
39.0,1551.0,8.0,389.0,7.0,-1.0,0.0,1
52.0,2138.0,17.0,134.0,1.0,-1.0,0.0,1
53.0,2430.0,19.0,73.0,2.0,145.0,3.0,1
51.0,1700.0,4.0,147.0,1.0,-1.0,0.0,1
45.0,245.0,14.0,126.0,3.0,-1.0,0.0,1
36.0,812.0,2.0,138.0,2.0,-1.0,0.0,1
21.0,1746.0,21.0,487.0,2.0,-1.0,0.0,1
39.0,8.0,29.0,1028.0,2.0,-1.0,0.0,1
39.0,835.0,5.0,135.0,1.0,-1.0,0.0,1
34.0,-115.0,14.0,360.0,1.0,-1.0,0.0,1
37.0,194.0,2.0,144.0,1.0,-1.0,0.0,1
45.0,285.0,25.0,202.0,7.0,-1.0,0.0,1
50.0,0.0,6.0,327.0,1.0,356.0,1.0,1
26.0,626.0,15.0,412.0,2.0,-1.0,0.0,1
34.0,428.0,7.0,221.0,2.0,267.0,3.0,1
59.0,3843.0,11.0,104.0,4.0,-1.0,0.0,1
31.0,4.0,17.0,234.0,2.0,-1.0,0.0,1
47.0,175.0,15.0,236.0,4.0,262.0,7.0,1
55.0,0.0,22.0,102.0,1.0,106.0,1.0,1
50.0,161.0,18.0,642.0,1.0,-1.0,0.0,1
35.0,3552.0,21.0,267.0,1.0,-1.0,0.0,1
50.0,0.0,17.0,344.0,1.0,-1.0,0.0,1
39.0,399.0,9.0,504.0,1.0,-1.0,0.0,1
41.0,1500.0,31.0,101.0,6.0,-1.0,0.0,1
31.0,522.0,29.0,113.0,4.0,-1.0,0.0,1
37.0,-1.0,2.0,223.0,2.0,200.0,7.0,1
36.0,-37.0,27.0,151.0,1.0,-1.0,0.0,1
43.0,2589.0,3.0,38.0,3.0,-1.0,0.0,1
37.0,197.0,16.0,251.0,3.0,-1.0,0.0,1
32.0,459.0,8.0,202.0,2.0,-1.0,0.0,1
34.0,-52.0,13.0,12.0,1.0,-1.0,0.0,1
38.0,5432.0,17.0,707.0,1.0,149.0,2.0,1
34.0,2026.0,17.0,100.0,8.0,-1.0,0.0,1
54.0,6427.0,19.0,53.0,1.0,-1.0,0.0,1
43.0,1865.0,17.0,155.0,1.0,186.0,1.0,1
27.0,297.0,11.0,273.0,5.0,-1.0,0.0,1
57.0,202.0,20.0,207.0,1.0,346.0,2.0,1
27.0,102.0,7.0,159.0,2.0,-1.0,0.0,1
41.0,2665.0,29.0,112.0,1.0,183.0,10.0,1
25.0,333.0,12.0,399.0,3.0,-1.0,0.0,1
57.0,4012.0,20.0,915.0,1.0,-1.0,0.0,1
24.0,6837.0,7.0,345.0,1.0,-1.0,0.0,1
36.0,5195.0,2.0,55.0,25.0,-1.0,0.0,1
64.0,2280.0,7.0,289.0,1.0,-1.0,0.0,1
51.0,0.0,11.0,177.0,2.0,-1.0,0.0,1
32.0,329.0,3.0,321.0,1.0,-1.0,0.0,1
34.0,48.0,24.0,357.0,7.0,-1.0,0.0,1
58.0,3948.0,13.0,76.0,1.0,-1.0,0.0,1
28.0,477.0,10.0,93.0,1.0,-1.0,0.0,1
40.0,4381.0,29.0,126.0,2.0,-1.0,0.0,1
36.0,3551.0,15.0,134.0,9.0,-1.0,0.0,1
37.0,0.0,21.0,115.0,1.0,-1.0,0.0,1
35.0,391.0,30.0,47.0,8.0,-1.0,0.0,1
45.0,79.0,25.0,98.0,1.0,-1.0,0.0,1
27.0,8.0,18.0,398.0,1.0,370.0,2.0,1
51.0,463.0,13.0,213.0,5.0,-1.0,0.0,1
31.0,150.0,14.0,68.0,2.0,-1.0,0.0,1
37.0,125.0,5.0,56.0,1.0,-1.0,0.0,1
33.0,1397.0,16.0,370.0,1.0,146.0,3.0,1
33.0,-675.0,28.0,245.0,2.0,-1.0,0.0,1
31.0,967.0,21.0,210.0,3.0,-1.0,0.0,1
